student_id,age,gender,ethnicity,grade_level,gpa,prev_year_gpa,attendance_rate,prev_year_attendance,math_score,reading_score,disciplinary_incidents,days_suspended,extracurricular_activities,credits_earned,credits_attempted,free_reduced_lunch,parent_education,special_education,english_learner,gifted_talented,school_changes,dropped_out
STU000450,14,M,Other,9,3.52,3.46,0.89,0.86,612,587,2,6,1,52,55,0,High School,0,0,0,1,0
STU000451,15,F,White,10,2.33,2.54,0.93,0.979,404,502,1,3,1,57,60,1,High School,1,0,1,1,0
STU000452,16,M,White,11,2.45,2.74,0.941,0.899,475,516,1,1,2,64,65,0,Some College,0,0,0,0,0
STU000453,18,M,White,12,1.09,1.01,1.0,0.977,336,470,1,1,1,75,78,0,Some College,0,0,0,0,1
STU000454,14,M,Black,9,2.7,2.99,1.0,1.0,488,580,1,0,0,52,54,1,Bachelor+,0,0,0,0,0
STU000455,15,F,Black,10,1.44,1.59,0.828,0.783,351,407,1,3,1,58,60,0,High School,0,0,0,1,0
STU000456,18,M,White,12,1.64,1.99,0.768,0.827,417,444,4,4,1,73,78,1,Some College,0,0,0,3,1
STU000457,16,M,Hispanic,11,2.82,2.53,0.93,0.979,552,531,0,0,0,64,64,1,High School,0,0,0,0,0
STU000458,15,F,Other,10,2.55,2.42,0.983,1.0,494,464,1,3,2,60,61,1,High School,0,0,0,0,0
STU000459,16,M,White,11,1.01,0.63,0.918,1.0,300,343,2,4,0,64,67,1,Bachelor+,0,0,0,0,0
STU000460,17,F,White,12,2.31,2.77,0.858,0.916,398,579,1,1,0,70,71,1,Some College,0,1,0,0,1
STU000461,15,M,Hispanic,10,1.62,2.11,0.997,0.981,395,357,4,4,1,63,68,0,Bachelor+,1,0,0,0,1
STU000462,15,F,White,10,1.93,1.65,0.932,0.958,374,391,1,2,1,57,58,1,Bachelor+,0,0,0,0,0
STU000463,18,F,Hispanic,12,2.01,2.24,0.927,0.984,474,473,1,0,3,69,72,0,Some College,0,0,0,0,1
STU000464,15,F,White,10,2.69,2.61,1.0,0.978,532,488,1,2,1,60,62,0,Some College,0,0,0,0,0
STU000465,15,M,Other,10,2.37,2.54,0.834,0.818,470,548,2,4,1,58,60,1,Bachelor+,0,0,0,1,0
STU000466,14,M,White,9,3.03,2.32,0.927,0.934,554,534,1,2,4,57,59,0,High School,0,0,0,0,0
STU000467,14,F,White,9,3.25,3.39,0.999,0.907,613,589,0,0,1,53,55,1,Bachelor+,0,0,0,0,0
STU000468,18,M,White,12,2.1,1.82,0.953,0.847,445,467,4,0,2,71,77,0,High School,0,0,1,0,0
STU000469,17,M,Hispanic,12,3.45,3.35,0.835,0.841,660,655,0,0,3,73,73,0,Bachelor+,0,0,0,2,1
STU000470,14,M,White,9,2.24,1.65,0.949,1.0,478,513,3,6,0,54,57,0,Some College,0,0,0,0,1
STU000471,14,F,Asian,9,2.52,1.94,0.999,0.995,537,508,4,4,2,51,55,1,Bachelor+,0,0,0,0,0
STU000472,18,F,White,12,2.04,1.66,0.863,0.945,464,463,1,0,2,74,75,0,Some College,0,0,0,0,0
STU000473,16,F,Black,11,2.63,2.43,0.913,0.921,451,543,1,1,1,68,69,1,Some College,1,0,0,0,0
STU000474,14,M,White,9,3.19,3.32,0.84,0.799,573,621,2,4,0,55,59,1,High School,0,0,0,1,0
STU000475,17,M,White,12,4.0,4.0,0.893,0.826,643,580,0,0,1,70,71,0,Some College,0,0,0,0,0
STU000476,18,F,Black,12,2.3,2.0,0.872,0.891,486,512,1,0,0,70,72,0,Bachelor+,1,0,0,1,1
STU000477,18,F,White,12,2.53,2.96,1.0,0.985,506,501,0,0,0,73,73,1,High School,0,0,0,0,1
STU000478,17,F,Hispanic,12,3.58,3.26,0.907,0.898,527,623,0,0,4,70,71,0,Bachelor+,1,0,0,0,0
STU000479,15,F,Hispanic,10,2.31,2.79,0.924,0.866,486,546,1,2,2,63,64,0,Some College,0,0,0,0,0
STU000480,18,M,Hispanic,12,1.44,1.49,0.906,0.986,420,452,0,0,3,71,73,1,Some College,1,0,0,1,1
STU000481,15,F,Black,10,1.12,1.23,0.862,0.823,374,375,4,4,1,58,64,0,Some College,0,0,0,1,0
STU000482,18,M,White,12,0.0,0.0,0.963,0.996,241,200,3,9,1,70,75,1,High School,0,0,0,1,1
STU000483,17,M,Other,12,2.78,2.86,1.0,1.0,423,460,1,1,1,72,73,1,High School,0,0,0,2,0
STU000484,18,M,White,12,2.13,2.03,0.756,0.751,446,511,0,0,0,69,71,1,Less than HS,0,0,1,0,0
STU000485,17,M,Hispanic,12,3.23,2.87,1.0,0.986,617,489,0,0,1,69,70,0,Bachelor+,0,1,0,1,0
STU000486,15,M,Black,10,1.73,1.36,0.916,0.853,509,456,3,0,3,61,66,0,Less than HS,0,0,0,0,1
STU000487,15,M,White,10,2.1,1.81,0.993,0.997,424,484,3,3,0,63,68,0,Some College,0,0,0,0,1
STU000488,18,F,Black,12,2.43,2.81,0.892,0.865,440,541,1,0,3,70,73,1,High School,0,0,0,0,1
STU000489,17,M,White,12,2.24,2.72,0.786,0.808,493,470,1,1,1,75,78,0,High School,1,0,0,1,0
STU000490,16,M,Hispanic,11,2.69,2.26,0.87,0.823,520,386,2,0,4,64,68,1,Less than HS,0,0,0,1,0
STU000491,18,F,Hispanic,12,0.38,0.15,0.713,0.649,342,333,2,6,2,75,78,0,High School,0,1,0,0,1
STU000492,18,F,White,12,2.52,3.24,0.931,1.0,455,479,3,3,0,71,74,0,Bachelor+,1,0,0,0,1
STU000493,18,F,White,12,3.67,3.78,0.867,0.734,598,580,0,0,1,73,73,0,High School,0,0,0,1,0
STU000494,16,F,Hispanic,11,1.82,1.87,0.875,0.827,465,442,2,2,1,67,71,1,Some College,0,1,0,0,1
STU000495,17,F,White,12,2.4,2.7,0.824,0.879,463,548,0,0,3,72,73,1,Bachelor+,0,0,1,0,0
STU000496,17,M,Black,12,2.44,2.3,0.852,0.832,529,510,2,6,0,72,75,1,Less than HS,0,1,0,0,1
STU000497,17,F,White,12,2.56,2.46,0.904,0.907,479,532,0,0,2,70,71,1,Less than HS,0,0,0,0,0
STU000498,14,F,White,9,3.73,3.97,0.854,0.783,648,495,2,6,2,53,56,0,Some College,0,0,0,1,0
STU000499,16,M,Black,11,1.08,0.77,0.975,0.971,379,469,2,0,1,68,72,0,Less than HS,0,0,1,0,0
STU000500,14,M,White,9,2.55,2.16,0.962,0.985,465,600,3,0,0,56,59,1,High School,0,0,0,2,0
STU000501,17,F,Hispanic,12,2.93,3.25,0.791,0.731,516,556,1,3,0,75,76,0,Bachelor+,0,0,0,1,0
STU000502,17,M,Black,12,2.01,1.88,0.844,0.89,538,474,1,3,0,73,75,0,High School,0,1,0,0,0
STU000503,18,M,White,12,1.72,1.3,0.883,0.931,390,511,0,0,1,69,69,1,High School,0,0,0,0,1
STU000504,18,M,Black,12,2.88,3.12,1.0,0.963,517,531,3,9,2,75,80,0,Bachelor+,0,0,0,0,0
STU000505,18,M,Hispanic,12,0.39,0.09,0.81,0.811,247,366,4,4,1,71,76,1,Less than HS,1,0,0,0,1
STU000506,16,F,Hispanic,11,1.43,1.32,0.863,0.851,479,378,0,0,4,65,65,0,Bachelor+,0,0,0,0,0
STU000507,16,F,Hispanic,11,2.26,2.53,0.848,0.897,558,586,1,1,0,65,66,0,High School,0,0,0,0,0
STU000508,15,M,Hispanic,10,2.03,2.14,0.885,0.914,489,528,2,0,0,57,61,1,Some College,0,0,0,0,1
STU000509,15,M,Other,10,2.78,2.54,0.864,0.875,573,523,3,3,2,57,62,0,Bachelor+,0,0,0,0,0
STU000510,15,F,White,10,0.68,0.94,0.97,1.0,327,278,3,0,0,57,60,1,High School,0,0,0,0,0
STU000511,14,M,Hispanic,9,3.24,3.67,1.0,0.989,543,485,0,0,2,52,53,0,Some College,0,0,0,0,0
STU000512,15,M,White,10,1.63,1.61,1.0,1.0,422,396,3,6,0,62,65,1,Some College,0,0,0,2,0
STU000513,18,M,White,12,0.08,0.69,0.867,0.821,378,222,2,0,1,75,77,1,Less than HS,0,0,0,0,1
STU000514,14,M,White,9,2.51,2.25,1.0,1.0,580,510,0,0,0,56,56,1,High School,0,0,0,0,1
STU000515,14,F,Hispanic,9,4.0,3.92,1.0,0.954,625,652,0,0,1,52,54,1,Some College,0,0,0,2,1
STU000516,16,F,Hispanic,11,2.78,2.21,0.989,0.913,569,598,1,3,2,63,65,0,Bachelor+,0,0,1,3,0
STU000517,14,M,Asian,9,1.24,1.46,0.913,0.969,372,362,2,2,2,56,59,1,Some College,1,0,0,0,1
STU000518,15,M,White,10,2.01,2.31,0.968,0.947,474,386,4,8,1,58,64,0,Bachelor+,0,0,0,2,0
STU000519,16,M,Hispanic,11,1.37,1.56,0.778,0.777,395,423,1,1,1,66,69,1,Less than HS,0,0,0,0,0
STU000520,16,M,Hispanic,11,1.99,2.01,1.0,1.0,434,486,2,6,1,66,68,0,High School,0,0,0,0,0
STU000521,15,F,White,10,1.35,1.17,0.909,0.827,469,304,1,2,1,59,62,1,Bachelor+,0,0,0,0,0
STU000522,15,M,White,10,2.9,2.87,0.85,0.816,586,565,1,1,3,63,65,1,Bachelor+,0,1,0,0,0
STU000523,15,M,White,10,1.82,1.66,1.0,1.0,446,430,2,6,2,59,62,0,High School,0,0,0,1,0
STU000524,16,F,Hispanic,11,2.59,2.57,0.998,0.964,450,564,1,3,1,65,68,0,High School,0,0,0,1,0
STU000525,17,M,White,12,2.84,2.91,0.893,0.811,478,617,2,6,2,70,73,1,High School,0,0,0,0,0
STU000526,16,M,White,11,2.76,2.42,0.831,0.794,470,619,0,0,2,69,70,1,Bachelor+,0,0,1,0,0
STU000527,18,M,Black,12,2.31,1.81,1.0,0.944,550,443,1,0,2,72,75,0,High School,0,0,0,0,0
STU000528,16,F,Black,11,2.86,2.35,0.872,0.924,568,595,1,0,1,68,70,1,Bachelor+,0,0,0,0,0
STU000529,18,M,White,12,3.25,2.78,1.0,0.99,595,568,0,0,2,70,70,0,High School,0,1,0,1,0
STU000530,16,F,White,11,1.12,0.93,0.93,0.88,385,355,1,3,1,63,65,0,High School,0,0,0,0,0
STU000531,16,F,Black,11,2.63,3.08,0.907,0.936,576,480,3,6,2,64,68,1,Less than HS,0,0,0,0,1
STU000532,17,M,White,12,2.13,1.67,0.986,0.982,544,519,2,0,3,73,76,0,High School,0,0,0,0,0
STU000533,15,M,Hispanic,10,3.16,3.17,0.847,0.853,542,607,1,1,1,59,61,1,High School,0,0,0,1,0
STU000534,17,F,White,12,4.0,3.73,1.0,1.0,617,640,0,0,2,75,76,0,High School,0,0,0,0,0
STU000535,17,F,White,12,2.58,2.37,0.955,0.979,570,452,1,1,4,70,73,1,Less than HS,0,0,0,2,0
STU000536,18,F,Black,12,0.06,0.47,0.846,0.876,278,295,6,18,2,73,79,1,High School,0,0,0,0,1
STU000537,15,F,White,10,2.0,1.89,0.972,1.0,523,428,0,0,0,60,60,1,Some College,0,0,0,0,0
STU000538,18,M,White,12,2.15,1.99,1.0,1.0,429,568,1,0,2,70,72,0,Bachelor+,1,0,1,0,1
STU000539,15,F,White,10,2.6,2.75,0.904,0.861,443,438,0,0,3,60,61,0,High School,0,1,0,0,0
STU000540,17,M,White,12,1.71,1.89,0.917,0.97,431,505,1,2,0,74,75,1,High School,0,1,0,0,1
STU000541,16,M,Black,11,2.5,3.02,0.907,1.0,553,512,2,0,1,64,68,0,Some College,0,1,1,0,0
STU000542,15,M,Hispanic,10,1.51,1.19,0.879,0.85,299,484,3,0,3,63,67,1,Bachelor+,1,0,0,1,1
STU000543,14,F,White,9,0.59,0.6,0.824,0.883,316,379,3,9,1,54,59,1,Bachelor+,0,0,0,0,0
STU000544,17,F,White,12,3.16,3.26,0.857,0.909,521,501,1,0,0,72,74,1,Some College,0,0,0,0,0
STU000545,15,F,Other,10,2.73,2.75,0.959,0.986,471,546,2,0,2,60,62,1,Some College,0,1,0,0,0
STU000546,14,M,Asian,9,1.82,1.57,1.0,1.0,431,451,4,4,2,53,59,0,High School,1,0,0,1,1
STU000547,16,M,White,11,2.88,2.75,0.838,0.786,571,448,1,2,1,63,65,1,High School,0,0,0,0,0
STU000548,14,M,Hispanic,9,1.32,1.46,0.913,0.837,335,411,3,6,1,57,62,1,Some College,1,0,0,0,1
STU000549,14,M,Hispanic,9,2.39,2.41,0.908,0.858,503,524,4,12,0,52,57,0,Some College,0,0,0,0,1
STU000550,14,F,Hispanic,9,3.06,2.66,0.907,0.985,547,527,0,0,0,51,51,0,High School,1,0,0,2,0
STU000551,18,M,White,12,2.13,1.88,0.956,1.0,472,489,2,6,0,70,74,0,Less than HS,0,0,0,0,1
STU000552,18,F,Hispanic,12,0.0,0.0,0.864,0.858,291,430,2,6,1,72,74,1,High School,0,0,0,0,1
STU000553,17,F,White,12,2.66,2.81,1.0,0.986,617,569,2,2,2,71,75,1,High School,0,0,0,0,1
STU000554,18,M,White,12,0.05,0.92,0.801,0.825,200,200,2,4,1,71,75,0,Less than HS,0,0,1,1,1
STU000555,16,F,Hispanic,11,1.18,0.61,0.965,1.0,391,319,4,12,1,64,69,0,Bachelor+,0,0,0,0,0
STU000556,18,F,White,12,1.59,1.21,0.768,0.719,370,307,1,1,1,72,75,0,Bachelor+,1,0,0,0,1
STU000557,17,M,White,12,3.23,3.31,0.97,0.917,505,567,2,4,2,71,74,0,Some College,0,0,0,2,1
STU000558,17,M,White,12,2.69,2.43,0.876,0.941,468,522,1,1,2,69,72,0,Some College,1,0,0,0,0
STU000559,18,M,Black,12,2.98,2.71,0.924,0.966,527,536,0,0,3,69,70,0,High School,0,0,0,0,0
STU000560,14,M,Black,9,0.84,1.02,0.812,0.792,306,334,5,15,1,56,62,1,Bachelor+,0,0,0,0,1
STU000561,15,F,White,10,0.86,0.98,0.791,0.766,356,364,3,3,3,58,63,1,High School,0,0,0,1,0
STU000562,15,M,Black,10,3.39,3.84,1.0,1.0,549,659,0,0,3,60,62,0,Some College,0,0,0,0,0
STU000563,17,M,White,12,2.74,2.6,0.874,0.805,520,553,3,3,0,74,77,0,Some College,0,0,0,2,1
STU000564,18,M,White,12,2.59,2.86,0.95,0.961,469,549,2,2,2,72,76,0,Bachelor+,0,0,0,0,0
STU000565,17,F,White,12,1.63,1.55,0.882,0.895,341,411,3,3,1,73,76,0,Some College,0,0,0,0,0
STU000566,15,F,White,10,2.07,2.13,0.787,0.809,452,494,3,0,3,58,61,1,Some College,0,0,0,0,1
STU000567,18,M,Hispanic,12,1.61,1.62,0.868,0.928,385,356,3,9,0,74,78,1,Bachelor+,0,0,0,0,0
STU000568,18,M,White,12,2.25,2.18,1.0,1.0,403,436,0,0,3,70,72,0,High School,1,1,0,0,0
STU000569,16,F,Hispanic,11,4.0,4.0,0.973,1.0,629,728,0,0,1,69,71,0,Less than HS,0,0,0,0,0
STU000570,17,F,Hispanic,12,2.0,1.77,0.885,0.847,411,507,0,0,3,71,73,0,Some College,1,0,0,0,0
STU000571,16,F,White,11,2.6,2.28,0.95,0.927,558,464,1,2,1,67,68,1,High School,0,0,0,0,1
STU000572,16,M,Black,11,2.46,2.37,0.94,1.0,484,552,1,2,2,66,67,1,Some College,1,0,0,0,0
STU000573,16,F,Black,11,2.64,3.16,0.99,1.0,433,630,1,2,0,65,68,0,High School,0,0,0,0,0
STU000574,14,F,White,9,1.0,1.34,0.958,0.956,343,411,5,10,1,55,62,1,Bachelor+,0,0,0,0,1
STU000575,15,F,Black,10,2.92,2.9,0.944,0.965,626,485,1,0,1,62,65,0,Bachelor+,0,0,0,0,0
STU000576,16,M,Black,11,1.92,1.44,0.884,0.903,309,463,1,1,0,63,64,1,Bachelor+,0,0,0,0,1
STU000577,15,M,White,10,1.74,1.49,0.996,0.995,415,406,3,3,1,62,65,1,Bachelor+,0,0,1,1,0
STU000578,14,F,White,9,1.87,1.66,0.805,0.765,465,476,4,8,0,53,59,1,Some College,0,0,0,0,1
STU000579,14,M,Hispanic,9,3.98,4.0,0.986,0.898,671,639,0,0,3,55,57,0,Bachelor+,0,0,0,2,0
STU000580,15,M,Hispanic,10,3.28,3.41,0.828,0.788,575,485,0,0,4,62,64,0,Some College,0,0,0,3,0
STU000581,14,F,Other,9,2.01,2.19,0.977,0.853,477,420,2,6,0,53,56,1,High School,0,1,1,0,1
STU000582,18,M,Hispanic,12,1.24,0.35,1.0,0.937,392,496,1,2,1,74,77,1,Less than HS,1,0,0,0,1
STU000583,17,M,Asian,12,3.7,3.56,0.991,1.0,639,606,0,0,1,73,75,0,Less than HS,0,0,0,1,0
STU000584,16,F,Black,11,2.37,2.01,1.0,1.0,525,522,3,6,1,69,73,1,High School,0,0,0,2,0
STU000585,15,M,Hispanic,10,2.84,3.08,0.978,0.972,522,493,1,1,0,62,63,1,High School,0,0,0,0,0
STU000586,17,F,Hispanic,12,1.94,1.51,0.8,0.805,331,452,4,8,3,71,75,0,Bachelor+,0,1,0,0,0
STU000587,15,F,Hispanic,10,2.06,2.41,0.932,0.869,517,519,1,0,0,59,60,0,Some College,0,0,0,0,0
STU000588,15,M,Asian,10,2.43,2.53,0.963,0.946,499,505,1,2,0,62,65,0,High School,1,0,0,0,1
STU000589,18,M,Black,12,0.54,0.08,0.821,0.788,253,412,2,0,0,73,76,1,High School,0,0,0,0,1
STU000590,18,M,White,12,2.56,2.71,0.899,0.915,572,504,2,2,3,71,75,0,Some College,0,0,0,2,1
STU000591,18,F,White,12,0.75,0.59,0.929,0.93,231,362,2,6,2,73,75,0,High School,1,0,0,2,1
STU000592,17,M,Other,12,1.9,1.53,0.812,0.832,423,460,2,2,0,71,75,1,Some College,0,1,0,0,1
STU000593,18,M,White,12,1.02,1.01,0.765,0.745,341,449,2,2,2,74,77,0,High School,0,0,0,0,1
STU000594,15,M,Hispanic,10,2.66,2.55,0.973,0.982,494,500,1,0,3,59,61,0,Some College,0,0,0,0,0
STU000595,18,M,Hispanic,12,1.55,1.57,1.0,0.999,409,425,2,6,1,75,77,0,Bachelor+,1,0,1,0,1
STU000596,17,M,Hispanic,12,1.81,1.48,0.955,0.959,456,495,3,6,4,72,76,1,Bachelor+,0,0,0,0,0
STU000597,18,F,Black,12,1.59,1.55,0.926,0.908,379,424,4,0,1,72,78,1,Some College,0,0,0,0,1
STU000598,17,M,Black,12,2.57,2.37,0.974,0.869,500,462,3,6,0,75,80,0,Bachelor+,0,0,0,0,0
STU000599,14,F,Hispanic,9,3.38,3.97,1.0,1.0,639,551,1,0,4,54,57,0,High School,0,0,0,1,1
STU000600,16,M,Hispanic,11,3.24,3.36,0.964,0.974,616,586,2,2,2,69,73,0,High School,0,0,0,1,1
STU000601,18,M,Hispanic,12,0.01,0.16,0.787,0.775,200,268,4,12,2,69,74,1,Some College,1,0,0,0,1
STU000602,16,M,White,11,1.97,2.09,1.0,1.0,481,451,0,0,4,65,67,0,Bachelor+,0,0,0,1,0
STU000603,15,F,Hispanic,10,1.46,1.19,0.98,0.912,311,456,3,9,1,59,62,1,Some College,0,0,0,1,0
STU000604,16,M,White,11,3.7,4.0,1.0,1.0,647,540,0,0,0,68,70,0,Some College,0,0,0,0,0
STU000605,16,F,Hispanic,11,2.94,2.81,0.79,0.835,499,610,1,3,2,67,69,1,High School,0,0,0,0,0
STU000606,18,F,Hispanic,12,1.35,1.65,0.994,1.0,357,381,6,6,3,71,78,1,High School,0,0,0,0,1
STU000607,17,F,White,12,2.33,2.5,0.875,0.893,428,504,0,0,2,73,73,0,Less than HS,0,0,0,0,0
STU000608,18,F,White,12,2.53,2.37,0.917,0.896,533,512,1,1,1,72,74,0,Some College,0,0,0,2,0
STU000609,17,M,Hispanic,12,3.02,3.0,1.0,0.94,417,634,0,0,1,73,74,1,High School,0,0,0,0,0
STU000610,16,M,White,11,1.65,1.82,0.864,0.935,392,455,2,2,1,67,70,1,Some College,0,0,0,0,1
STU000611,14,M,Hispanic,9,2.4,1.95,0.837,0.891,493,485,0,0,2,55,56,1,Some College,0,1,0,0,0
STU000612,17,F,Asian,12,2.52,2.89,0.898,0.895,520,352,0,0,1,70,71,1,Some College,0,0,0,0,0
STU000613,18,M,Other,12,1.48,1.09,0.732,0.643,407,451,0,0,0,75,77,1,Some College,1,0,0,0,1
STU000614,17,F,White,12,3.0,3.14,1.0,1.0,563,597,2,4,0,75,77,1,Some College,0,0,0,0,1
STU000615,14,F,Hispanic,9,2.06,2.13,0.895,0.899,474,420,1,2,2,54,55,1,High School,0,0,0,0,0
STU000616,16,M,Hispanic,11,3.88,4.0,0.949,1.0,662,696,0,0,2,68,69,0,Some College,0,1,0,0,0
STU000617,17,F,White,12,1.21,0.89,0.801,0.848,376,347,1,1,1,69,70,0,High School,0,0,0,0,1
STU000618,15,F,Black,10,1.67,1.19,0.977,1.0,428,471,2,6,3,62,66,0,High School,0,0,0,0,0
STU000619,18,M,White,12,1.71,1.7,0.889,0.974,451,445,1,2,1,69,71,1,Bachelor+,0,0,0,3,0
STU000620,17,F,Hispanic,12,1.94,1.72,0.889,0.968,457,538,0,0,1,69,69,1,Bachelor+,1,0,0,0,0
STU000621,15,M,Other,10,2.48,1.98,0.998,0.999,471,492,1,3,1,60,62,1,Bachelor+,0,1,0,0,1
STU000622,17,M,White,12,2.49,2.34,0.991,0.94,439,547,1,1,1,70,73,0,Some College,0,0,0,0,0
STU000623,15,M,Black,10,2.62,2.91,0.858,0.887,579,511,1,2,1,63,64,1,Bachelor+,0,0,0,0,0
STU000624,15,F,White,10,0.82,0.7,0.851,0.842,321,353,2,6,0,57,59,1,High School,0,0,0,2,1
STU000625,17,M,Hispanic,12,2.45,2.18,0.844,0.928,483,531,2,2,1,74,77,1,Bachelor+,0,0,0,0,1
STU000626,17,M,Hispanic,12,3.0,2.93,1.0,1.0,558,541,1,3,1,73,74,1,Some College,0,1,1,2,0
STU000627,18,F,Hispanic,12,1.51,0.98,0.76,0.683,294,439,1,2,1,74,77,0,Bachelor+,0,0,0,0,0
STU000628,14,F,White,9,4.0,3.88,0.956,1.0,690,692,0,0,1,52,52,0,Some College,0,0,0,0,0
STU000629,16,M,Black,11,4.0,3.58,1.0,0.944,588,654,0,0,2,64,65,1,Bachelor+,0,0,0,0,0
STU000630,16,F,White,11,3.31,2.74,1.0,1.0,623,606,1,1,1,69,70,1,Some College,0,0,1,0,0
STU000631,18,M,Asian,12,0.0,0.01,0.831,0.938,301,240,4,0,2,71,77,1,Less than HS,1,0,0,0,1
STU000632,17,F,White,12,2.12,1.9,0.9,0.854,411,482,2,6,2,74,78,0,Some College,0,0,0,0,0
STU000633,14,M,Hispanic,9,2.39,2.02,0.791,0.756,540,524,1,0,0,53,54,0,High School,0,0,0,0,0
STU000634,15,F,Hispanic,10,2.17,2.17,0.806,0.779,482,458,2,0,1,61,64,0,Some College,0,0,0,0,1
STU000635,16,M,Hispanic,11,2.79,2.53,1.0,0.947,590,435,2,4,2,63,67,0,Bachelor+,0,0,0,0,1
STU000636,14,M,White,9,3.25,3.0,0.839,0.815,533,504,0,0,3,52,52,1,Bachelor+,0,0,0,0,1
STU000637,14,F,Hispanic,9,2.29,2.36,0.953,0.975,554,412,1,1,0,52,55,1,Some College,0,0,1,1,1
STU000638,16,M,Black,11,2.18,1.87,0.808,0.814,485,592,1,2,0,63,64,0,High School,0,0,0,2,1
STU000639,15,F,White,10,2.09,2.34,0.954,0.944,399,456,0,0,4,61,61,0,High School,0,0,1,1,0
STU000640,18,F,White,12,1.65,2.3,0.91,0.909,450,489,2,0,1,72,76,1,High School,0,0,0,1,0
STU000641,16,M,White,11,2.33,2.74,0.721,0.744,464,413,5,0,2,67,73,0,Less than HS,0,0,0,0,1
STU000642,15,M,Asian,10,2.32,2.07,0.916,0.941,559,418,0,0,1,58,59,0,Bachelor+,1,0,0,0,1
STU000643,14,F,White,9,3.01,2.64,0.786,0.69,580,498,1,2,3,52,54,0,Some College,0,0,0,0,0
STU000644,15,M,White,10,2.27,2.34,0.91,0.911,466,517,3,3,1,63,66,1,Bachelor+,0,0,0,1,1
STU000645,16,F,White,11,2.62,2.77,0.975,1.0,550,486,1,0,2,63,66,0,High School,0,0,0,0,0
STU000646,17,M,Black,12,1.28,1.17,0.921,0.923,358,408,3,9,1,74,79,0,High School,0,0,0,0,1
STU000647,15,M,White,10,2.83,3.04,0.889,0.892,541,508,2,0,3,57,61,0,High School,0,0,0,0,0
STU000648,18,M,White,12,0.0,0.39,0.871,0.792,237,282,2,6,0,69,73,1,Less than HS,0,1,0,2,1
STU000649,17,F,White,12,1.85,2.02,1.0,0.953,472,483,1,2,3,71,72,0,Some College,0,0,0,1,0
STU000650,18,M,White,12,3.11,3.2,0.937,0.964,607,582,1,1,3,69,72,0,Less than HS,0,1,0,0,1
STU000651,17,M,White,12,2.89,3.32,0.9,0.924,470,524,0,0,3,72,72,0,Bachelor+,0,0,0,0,0
STU000652,17,M,White,12,3.48,3.03,0.922,0.929,667,562,1,3,2,69,70,1,High School,1,0,0,1,0
STU000653,17,M,White,12,2.88,2.6,0.968,0.903,543,533,0,0,2,70,70,0,Bachelor+,0,0,0,0,0
STU000654,17,M,White,12,2.08,2.63,0.944,0.96,423,438,2,2,2,71,74,0,Less than HS,0,0,0,0,0
STU000655,14,M,Other,9,0.52,1.04,0.898,0.828,324,297,4,12,3,56,60,0,High School,1,0,0,1,1
STU000656,14,F,White,9,2.6,2.43,0.972,0.943,490,491,0,0,2,57,59,1,Some College,0,0,0,0,0
STU000657,18,F,White,12,1.38,1.57,0.84,0.827,499,384,3,6,1,69,73,0,Some College,0,0,0,1,1
STU000658,18,M,Hispanic,12,1.73,1.16,1.0,0.92,411,402,4,8,2,69,74,1,Less than HS,0,1,0,0,1
STU000659,14,F,White,9,2.07,2.3,0.933,0.968,480,405,3,9,2,57,61,0,Bachelor+,0,0,0,1,0
STU000660,18,M,Black,12,1.78,2.33,0.926,0.862,410,544,2,2,0,69,71,0,Bachelor+,0,0,0,0,0
STU000661,17,M,Other,12,2.04,2.51,0.897,0.921,440,530,1,2,2,70,71,0,Less than HS,0,0,0,0,1
STU000662,18,M,Black,12,2.19,2.47,0.889,0.904,407,399,3,6,2,73,78,0,Some College,0,0,0,0,1
STU000663,14,F,Black,9,2.16,2.59,0.931,0.977,437,420,3,6,0,51,55,1,Some College,0,0,0,0,0
STU000664,18,F,Black,12,2.25,2.29,0.898,0.871,520,484,3,0,1,72,75,0,Less than HS,0,0,0,1,0
STU000665,14,M,White,9,2.06,2.22,0.916,0.911,433,374,1,3,1,55,57,1,High School,1,0,0,0,0
STU000666,17,M,White,12,3.26,3.61,0.912,0.912,537,608,1,1,0,75,78,0,Less than HS,0,0,0,0,0
STU000667,17,M,Hispanic,12,1.96,2.17,0.885,0.838,424,490,0,0,1,74,74,0,Less than HS,0,0,0,0,0
STU000668,18,M,White,12,2.11,2.44,0.91,0.81,498,445,0,0,1,70,70,0,Bachelor+,0,0,0,1,0
STU000669,16,F,White,11,3.84,3.72,0.875,0.946,576,646,0,0,1,66,66,0,High School,0,0,0,0,0
STU000670,14,F,White,9,2.47,2.6,0.991,1.0,536,521,2,6,2,51,53,1,High School,0,0,0,0,1
STU000671,16,F,Black,11,4.0,3.73,1.0,1.0,672,683,0,0,4,69,70,0,Some College,0,1,0,0,0
STU000672,14,M,White,9,2.6,2.91,0.926,0.916,502,456,2,2,0,55,58,1,Bachelor+,0,1,1,1,0
STU000673,15,F,White,10,3.2,3.69,1.0,0.978,589,575,1,0,2,61,62,0,Less than HS,1,0,0,1,0
STU000674,15,M,Black,10,3.61,3.59,0.973,0.915,583,563,0,0,4,57,58,0,High School,0,0,0,1,0
STU000675,16,F,Hispanic,11,4.0,4.0,0.901,0.832,658,575,0,0,2,68,69,0,Some College,0,0,0,0,0
